gene_a	gene_b	weight	source
CRK	DDI2	0.6550	billmann_qgi
CRK	LATS1	0.3700	billmann_qgi
CRK	MGAT1	0.3910	billmann_qgi
CRK	PDK1	0.4190	billmann_qgi
CRK	PELO	0.3350	billmann_qgi
CRK	ROCK2	0.4590	billmann_qgi
CRK	TAF5L	0.4790	billmann_qgi
CRK	TMEM209	0.3380	billmann_qgi
CRK	USP15	0.3810	billmann_qgi
CRK	VDAC1	0.4490	billmann_qgi
CRK	VPS52	0.7340	billmann_qgi
CRK	HEATR5B	0.3190	billmann_qgi
CRK	PDCD5	0.5900	billmann_qgi
CRK	PELO	0.3840	billmann_qgi
CRK	TMEM209	0.6030	billmann_qgi
CRK	VPS52	0.6020	billmann_qgi
CRK	VPS52	0.3850	billmann_qgi
CRLF1	NAA30	0.5300	billmann_qgi
ACTB	CRLF3	0.3530	billmann_qgi
ARL1	CRLF3	0.4150	billmann_qgi
CRLF3	HDAC3	0.5350	billmann_qgi
CRLF3	NF2	0.3110	billmann_qgi
CRLF3	SLC16A3	0.3920	billmann_qgi
CRLF3	TAPT1	0.3400	billmann_qgi
CRLF3	TMEM94	0.3090	billmann_qgi
ALG8	CRLF3	0.4810	billmann_qgi
CRLF3	RIC1	0.3860	billmann_qgi
CRLF3	RICTOR	0.3410	billmann_qgi
CRLF3	TMEM209	0.3580	billmann_qgi
CRLS1	FANCA	0.4240	billmann_qgi
CRLS1	PTPN11	0.3430	billmann_qgi
AKT1	CRLS1	0.4950	billmann_qgi
C1orf112	CRLS1	0.3710	billmann_qgi
CRLS1	FANCG	0.4020	billmann_qgi
CRLS1	PDCD5	0.3640	billmann_qgi
CRLS1	TSC22D2	0.4050	billmann_qgi
ABCC1	CRMP1	0.5500	billmann_qgi
CRMP1	SREBF2	0.4430	billmann_qgi
C5orf34	CRNKL1	0.4020	billmann_qgi
COQ7	CRNKL1	0.4320	billmann_qgi
COQ9	CRNKL1	0.3430	billmann_qgi
CRNKL1	GFPT1	0.4140	billmann_qgi
CRNKL1	GSK3A	0.3050	billmann_qgi
CRNKL1	PREPL	0.3160	billmann_qgi
CRNKL1	SETDB1	0.4740	billmann_qgi
CRNKL1	TCP1	0.6120	billmann_qgi
CRNKL1	TMEM126A	0.6760	billmann_qgi
CRNKL1	USP14	0.3790	billmann_qgi
C5orf34	CRNKL1	0.4710	billmann_qgi
CRNKL1	NGLY1	0.3080	billmann_qgi
CRNKL1	POLR2A	0.3770	billmann_qgi
ADAR	CRNN	0.5120	billmann_qgi
CRNN	MPV17	0.4130	billmann_qgi
CRNN	TIMM8A	0.5090	billmann_qgi
CROCC	PQLC1	0.3880	billmann_qgi
CROCC	TOMM7	0.3570	billmann_qgi
CROCC	PDCD5	0.3150	billmann_qgi
CRP	LATS1	0.4150	billmann_qgi
CRTAC1	TMEM94	0.4510	billmann_qgi
CRTAC1	VPS52	0.3260	billmann_qgi
CRTAM	FBXO6	0.6200	billmann_qgi
CRTAM	FANCA	0.3030	billmann_qgi
CRTAP	NAA35	0.4160	billmann_qgi
CRTAP	PELO	0.4610	billmann_qgi
CRTC2	SIN3A	0.5240	billmann_qgi
ATP5J	CRTC3	0.4580	billmann_qgi
CRTC3	HEATR5B	0.3770	billmann_qgi
CRTC3	LAMTOR4	0.6680	billmann_qgi
CRTC3	PC	0.4550	billmann_qgi
CRTC3	POLR2A	0.3100	billmann_qgi
CRTC3	USP7	0.5790	billmann_qgi
CRTC3	LAMTOR4	0.4430	billmann_qgi
CRTC3	TMEM126A	0.3590	billmann_qgi
ATP5L	CRX	0.3740	billmann_qgi
CRX	EMC2	0.4960	billmann_qgi
CRX	FANCA	0.4660	billmann_qgi
CCDC101	CRY1	0.4140	billmann_qgi
COQ7	CRY1	0.3520	billmann_qgi
CRY1	SLX1	0.3760	billmann_qgi
CRY1	TSC2	0.5240	billmann_qgi
CRY1	PDCD5	0.4680	billmann_qgi
CRY1	POLR2A	0.3460	billmann_qgi
CRIPT	CRY2	0.3590	billmann_qgi
CRY2	EIF4H	0.3670	billmann_qgi
CRY2	SLC3A2	0.3390	billmann_qgi
CRY2	TAF5L	0.4950	billmann_qgi
CRY2	TMEM94	0.4170	billmann_qgi
ALG8	CRY2	0.3450	billmann_qgi
C1orf112	CRY2	0.4420	billmann_qgi
ANGPTL4	CRYAA	0.4480	billmann_qgi
BMI1	CRYAA	0.3700	billmann_qgi
CRYAA	VPS52	0.4250	billmann_qgi
CRYAA	FANCG	0.3840	billmann_qgi
ANGPTL4	CRYAB	0.3950	billmann_qgi
CRYAB	DNAJA1	0.3970	billmann_qgi
CRYAB	HEATR5B	0.5140	billmann_qgi
ARID1A	CRYBA1	0.4430	billmann_qgi
ATRX	CRYBA1	0.4810	billmann_qgi
BAX	CRYBA1	0.6170	billmann_qgi
C12orf49	CRYBA1	0.3310	billmann_qgi
CDKN2B	CRYBA1	0.3060	billmann_qgi
CRYBA1	EMC2	0.3710	billmann_qgi
CRYBA1	GSK3A	0.3940	billmann_qgi
CRYBA1	PDCD5	0.3770	billmann_qgi
CRYBA1	RHOA	0.3900	billmann_qgi
CRYBA1	RICTOR	0.3530	billmann_qgi
C1orf115	CRYBA2	0.4790	billmann_qgi
CRYBA2	DLAT	0.3550	billmann_qgi
CRYBA2	TMEM94	0.4470	billmann_qgi
CRYBA2	TP53	0.4340	billmann_qgi
CRYBA2	QPCTL	0.4310	billmann_qgi
CRYBA4	FOXRED1	0.4560	billmann_qgi
CRYBA4	HEATR5B	0.4970	billmann_qgi
CRYBA4	PELO	0.3700	billmann_qgi
CRYBA4	PREPL	0.4290	billmann_qgi
CRYBA4	PTAR1	0.4730	billmann_qgi
CRYBB1	DNMT3A	0.4330	billmann_qgi
CRYBB1	GSK3B	0.3110	billmann_qgi
CRYBB1	TUBB	0.5320	billmann_qgi
CRYBB2	DNMT3B	0.3290	billmann_qgi
CRYBB2	POLR2A	0.3780	billmann_qgi
CRYBB2	VDAC1	0.3500	billmann_qgi
CRYBB2	WNK1	0.3230	billmann_qgi
CRYBB3	PDCD5	0.4670	billmann_qgi
CRYBG3	FCHO2	0.5860	billmann_qgi
CRYGA	KIAA0100	0.3390	billmann_qgi
CRYGA	PBRM1	0.4590	billmann_qgi
CRYGA	DDI2	0.4180	billmann_qgi
CRYGB	PCSK9	0.5260	billmann_qgi
CRYGB	TAPT1	0.3360	billmann_qgi
CRYGB	EXO1	0.4120	billmann_qgi
CRYGC	PPOX	0.3260	billmann_qgi
CRYGC	SLC4A2	0.4900	billmann_qgi
CRYGC	USP10	0.4350	billmann_qgi
ARID2	CRYGD	0.5200	billmann_qgi
CRYGD	GSK3B	0.3020	billmann_qgi
CRYGD	GSK3A	0.3240	billmann_qgi
CRYGD	PTEN	0.3790	billmann_qgi
ACTG1	CRYGN	0.4180	billmann_qgi
CCDC101	CRYGN	0.3050	billmann_qgi
CDC42	CRYGN	0.4390	billmann_qgi
CRYGN	PDCD5	0.3850	billmann_qgi
CRYGN	WDR73	0.4340	billmann_qgi
ATP5L	CRYGS	0.3480	billmann_qgi
C5orf34	CRYGS	0.4560	billmann_qgi
CRYGS	KIAA0196	0.3190	billmann_qgi
CRYGS	NAA30	0.4870	billmann_qgi
CRYGS	RAB14	0.4280	billmann_qgi
CRYGS	SLX1	0.3810	billmann_qgi
C5orf34	CRYGS	0.3450	billmann_qgi
CRYGS	FANCG	0.3100	billmann_qgi
CRYGS	RHOA	0.3510	billmann_qgi
CRYL1	SLC25A32	0.4590	billmann_qgi
ATP5J	CRYM	0.3780	billmann_qgi
CRYM	GSK3B	0.4270	billmann_qgi
CRYM	SP1	0.3730	billmann_qgi
CRYM	TMEM126A	0.4450	billmann_qgi
ATP5L	CRYZL1	0.3840	billmann_qgi
CRYZL1	PTAR1	0.3530	billmann_qgi
CRYZL1	QPCTL	0.4870	billmann_qgi
ALG12	CRYZ	0.4600	billmann_qgi
CRYZ	RAB14	0.3630	billmann_qgi
CRYZ	VPS52	0.3340	billmann_qgi
CRYZ	VPS52	0.4870	billmann_qgi
CSAD	PDCD10	0.3930	billmann_qgi
CSAD	SLC1A5	0.5080	billmann_qgi
CSDC2	HDAC2	0.6800	billmann_qgi
CSDC2	ITGAV	0.3660	billmann_qgi
CSDC2	TP53	0.4410	billmann_qgi
CSDC2	USP7	0.4470	billmann_qgi
CSDC2	PELO	0.4710	billmann_qgi
ADAR	CSDE1	0.6870	billmann_qgi
ATP5J	CSDE1	0.4310	billmann_qgi
CCDC101	CSDE1	0.9630	billmann_qgi
CSDE1	DDI2	0.3240	billmann_qgi
CSDE1	EIF4H	0.9100	billmann_qgi
CSDE1	FANCG	0.5670	billmann_qgi
CSDE1	GFPT1	0.9470	billmann_qgi
CSDE1	KEAP1	0.5340	billmann_qgi
CSDE1	KIAA0100	0.5720	billmann_qgi
CSDE1	MGAT5	0.5150	billmann_qgi
CSDE1	NDUFA2	0.7790	billmann_qgi
CSDE1	PELO	0.6090	billmann_qgi
CSDE1	PGLS	0.8210	billmann_qgi
CSDE1	PGP	0.5030	billmann_qgi
CSDE1	PRKAB1	0.4620	billmann_qgi
CSDE1	PTPN11	0.3940	billmann_qgi
CSDE1	SLC16A3	0.3070	billmann_qgi
CSDE1	SLC1A5	0.6050	billmann_qgi
CSDE1	SLC35A1	0.3370	billmann_qgi
CSDE1	SMARCC1	0.5340	billmann_qgi
CSDE1	TAPT1	0.5690	billmann_qgi
CSDE1	TAFAZZIN	0.5280	billmann_qgi
CSDE1	TOMM7	0.3020	billmann_qgi
CSDE1	TUBB	0.4840	billmann_qgi
CSDE1	USP15	0.4680	billmann_qgi
CSDE1	VPS52	0.3980	billmann_qgi
CSDE1	FANCG	0.3600	billmann_qgi
CSDE1	FANCG	0.8400	billmann_qgi
CSDE1	LAMTOR4	0.8760	billmann_qgi
CSDE1	PELO	0.8310	billmann_qgi
CSDE1	PELO	0.6430	billmann_qgi
CSDE1	PELO	0.3730	billmann_qgi
CSDE1	PELO	0.7320	billmann_qgi
CSDE1	PGLS	0.5930	billmann_qgi
CSDE1	TAFAZZIN	0.5190	billmann_qgi
CSDE1	VPS52	0.4230	billmann_qgi
CSDE1	VPS52	0.3470	billmann_qgi
CSDE1	VPS52	0.3040	billmann_qgi
CSDE1	WNK1	0.8000	billmann_qgi
ARMC5	CSE1L	0.3740	billmann_qgi
C17orf53	CSE1L	0.4140	billmann_qgi
CCDC101	CSE1L	0.7250	billmann_qgi
COQ9	CSE1L	0.5590	billmann_qgi
CSE1L	HEATR5B	0.5220	billmann_qgi
CSE1L	LIG4	0.3040	billmann_qgi
CSE1L	NGLY1	0.5070	billmann_qgi
CSE1L	POLR2A	0.4540	billmann_qgi
ATG9A	CSE1L	0.5780	billmann_qgi
CSE1L	DDI2	0.4130	billmann_qgi
CSE1L	FANCG	0.3870	billmann_qgi
CSE1L	HEATR5B	0.5770	billmann_qgi
CSE1L	NGLY1	0.4070	billmann_qgi
ACO2	CSF1R	0.6140	billmann_qgi
CSF1R	LCMT1	0.6320	billmann_qgi
CSF1R	FANCG	0.5560	billmann_qgi
ACTB	CSF1	0.3580	billmann_qgi
CDK5	CSF1	0.4670	billmann_qgi
CSF1	RER1	0.3610	billmann_qgi
CSF1	SP1	0.5030	billmann_qgi
CSF1	HEATR5B	0.3900	billmann_qgi
CSF2RB	NAT6	0.6150	billmann_qgi
ARL1	CSF2RB	0.5270	billmann_qgi
CSF2	LRP6	0.4610	billmann_qgi
CSF2	NF2	0.4740	billmann_qgi
CSF2	USP14	0.3600	billmann_qgi
CSF2	VPS52	0.3200	billmann_qgi
AKT1	CSF3R	0.5020	billmann_qgi
CRIPT	CSF3R	0.3820	billmann_qgi
CSF3R	LDLR	0.4370	billmann_qgi
CSF3R	TP53	0.4700	billmann_qgi
CSF3	EHMT2	0.5440	billmann_qgi
CSF3	USP14	0.3580	billmann_qgi
CSGALNACT1	PDCD10	0.4050	billmann_qgi
CSGALNACT1	PFN2	0.4060	billmann_qgi
CSGALNACT1	PELO	0.4020	billmann_qgi
ALG9	CSGALNACT2	0.3350	billmann_qgi
CSGALNACT2	FITM2	0.5620	billmann_qgi
ATP5L	CSHL1	0.4930	billmann_qgi
ATP9B	CSHL1	0.5380	billmann_qgi
APOB	CSK	0.3090	billmann_qgi
ARF1	CSK	0.4570	billmann_qgi
ATG9A	CSK	0.4390	billmann_qgi
ATPAF2	CSK	0.6990	billmann_qgi
BAK1	CSK	0.3590	billmann_qgi
BCL2	CSK	0.6430	billmann_qgi
BLM	CSK	0.4060	billmann_qgi
CDC42	CSK	0.5180	billmann_qgi
CSK	DNAJA1	0.3280	billmann_qgi
CSK	LAMTOR4	0.5150	billmann_qgi
CSK	LMNA	0.5200	billmann_qgi
CSK	PDCD5	0.4160	billmann_qgi
CSK	PELO	0.3360	billmann_qgi
CSK	PHGDH	0.5000	billmann_qgi
CSK	PPOX	0.4230	billmann_qgi
CSK	ROCK2	0.5210	billmann_qgi
CSK	SLC25A32	0.4300	billmann_qgi
CSK	SLC3A2	0.3240	billmann_qgi
CSK	TAPT1	0.5140	billmann_qgi
CSK	USP10	0.5540	billmann_qgi
CSK	USP7	0.3190	billmann_qgi
CSK	VDAC1	0.4150	billmann_qgi
CSK	VPS52	0.5360	billmann_qgi
CSK	VPS54	0.3650	billmann_qgi
CSK	WASL	0.4590	billmann_qgi
CSK	WNK1	0.3160	billmann_qgi
CSK	FASN	0.4240	billmann_qgi
CSK	LAMTOR4	0.3370	billmann_qgi
CSK	LATS1	0.3770	billmann_qgi
CSK	PDCD5	0.5950	billmann_qgi
CSK	PDCD5	0.3480	billmann_qgi
CSK	PDCD5	0.4780	billmann_qgi
CSK	PTEN	0.3290	billmann_qgi
CSK	RICTOR	0.4190	billmann_qgi
CSK	TAFAZZIN	0.3320	billmann_qgi
CSK	VPS52	0.3800	billmann_qgi
CSK	VPS52	0.3020	billmann_qgi
CSK	VPS52	0.3900	billmann_qgi
CSK	VPS52	0.4600	billmann_qgi
CSMD1	DIAPH1	0.3540	billmann_qgi
CSMD1	EHMT2	0.3070	billmann_qgi
CSMD1	EXO1	0.5500	billmann_qgi
CSMD1	GSK3A	0.4120	billmann_qgi
CSMD1	MAT2B	0.4920	billmann_qgi
CSMD1	POLR2A	0.3050	billmann_qgi
CSMD1	SLC25A32	0.3380	billmann_qgi
C12orf49	CSMD2	0.3370	billmann_qgi
CSMD2	EMC2	0.3340	billmann_qgi
CSMD2	LATS1	0.3030	billmann_qgi
CSMD2	SLC25A15	0.3400	billmann_qgi
CSMD3	DDX11	0.4610	billmann_qgi
CSMD3	FANCG	0.4270	billmann_qgi
CSMD3	WDR73	0.4760	billmann_qgi
CDKN2B	CSN1S1	0.3640	billmann_qgi
CSN1S1	SLX1	0.4130	billmann_qgi
CSN1S1	USP14	0.3840	billmann_qgi
CSN3	FCHO2	0.4330	billmann_qgi
CSN3	ITGB1	0.3820	billmann_qgi
CSN3	VPS54	0.4130	billmann_qgi
CDKN2B	CSNK1A1L	0.4210	billmann_qgi
CSNK1A1L	DDX11	0.4680	billmann_qgi
CSNK1A1L	DLAT	0.3930	billmann_qgi
CSNK1A1L	EHMT2	0.5000	billmann_qgi
CSNK1A1L	GSK3B	0.3980	billmann_qgi
CSNK1A1L	SLC25A32	0.4130	billmann_qgi
CSNK1A1L	SLX1	0.3500	billmann_qgi
ATP5L	CSNK1A1	0.4660	billmann_qgi
C5orf34	CSNK1A1	0.3820	billmann_qgi
CSNK1A1	ITGAV	0.5330	billmann_qgi
CSNK1A1	LIG4	0.3900	billmann_qgi
CSNK1A1	PC	0.3430	billmann_qgi
CSNK1A1	PIH1D1	0.4720	billmann_qgi
CSNK1A1	RIC1	0.6350	billmann_qgi
CSNK1A1	UAP1L1	0.3790	billmann_qgi
CSNK1A1	DDI2	0.3580	billmann_qgi
CSNK1A1	DNAJA1	0.3800	billmann_qgi
CSNK1A1	EMC6	0.3800	billmann_qgi
CSNK1D	GSK3A	0.3870	billmann_qgi
CSNK1D	RAB14	0.5790	billmann_qgi
CSNK1D	GSK3A	0.3740	billmann_qgi
CSNK1E	SLC3A2	0.3690	billmann_qgi
CSNK1E	NAA38	0.3670	billmann_qgi
ARL1	CSNK1G1	0.3670	billmann_qgi
C1orf112	CSNK1G1	0.3390	billmann_qgi
CLPX	CSNK1G1	0.4700	billmann_qgi
CSNK1G1	MGAT1	0.4760	billmann_qgi
CSNK1G1	NAA35	0.4550	billmann_qgi
CSNK1G1	PAN2	0.3710	billmann_qgi
CSNK1G1	PDCD10	0.3000	billmann_qgi
CSNK1G1	TIMM8A	0.4540	billmann_qgi
CSNK1G1	TMEM94	0.4260	billmann_qgi
CSNK1G1	VPS54	0.3590	billmann_qgi
C5orf34	CSNK1G1	0.4360	billmann_qgi
ALG12	CSNK1G2	0.5190	billmann_qgi
BCL2	CSNK1G2	0.3610	billmann_qgi
CDKN2B	CSNK1G2	0.5820	billmann_qgi
CSNK1G2	HEATR5B	0.4180	billmann_qgi
CSNK1G2	HGS	0.5230	billmann_qgi
CSNK1G2	MGAT1	0.4130	billmann_qgi
CSNK1G2	NAA30	0.6460	billmann_qgi
CSNK1G2	NAA35	0.4460	billmann_qgi
CSNK1G2	FANCA	0.4940	billmann_qgi
CSNK1G2	FASN	0.3860	billmann_qgi
CSNK1G2	PTAR1	0.4720	billmann_qgi
CSNK1G2	VPS52	0.4360	billmann_qgi
ARL1	CSNK1G3	0.4240	billmann_qgi
CSNK1G3	LDLR	0.3660	billmann_qgi
CSNK1G3	NF2	0.4310	billmann_qgi
ACTB	CSNK2A1	0.8340	billmann_qgi
ARID1A	CSNK2A1	0.4910	billmann_qgi
ARID2	CSNK2A1	1.0000	billmann_qgi
ATG5	CSNK2A1	0.6580	billmann_qgi
ATP5L	CSNK2A1	1.0000	billmann_qgi
BCL2	CSNK2A1	0.9360	billmann_qgi
BRD4	CSNK2A1	0.4430	billmann_qgi
CSNK2A1	EIF4H	0.6080	billmann_qgi
CSNK2A1	EMC2	0.6960	billmann_qgi
CSNK2A1	FANCA	1.0000	billmann_qgi
CSNK2A1	FASN	0.3060	billmann_qgi
CSNK2A1	HDAC2	0.3310	billmann_qgi
CSNK2A1	LRP5	0.6430	billmann_qgi
CSNK2A1	NAA40	0.6640	billmann_qgi
CSNK2A1	NAT14	0.5010	billmann_qgi
CSNK2A1	NDUFA2	0.9880	billmann_qgi
CSNK2A1	PDCD5	0.3310	billmann_qgi
CSNK2A1	PELO	0.4420	billmann_qgi
CSNK2A1	PGLS	0.9390	billmann_qgi
CSNK2A1	PPOX	0.5950	billmann_qgi
CSNK2A1	PTEN	0.7230	billmann_qgi
CSNK2A1	PTPN11	1.0000	billmann_qgi
CSNK2A1	TAPT1	0.5280	billmann_qgi
CSNK2A1	TUBB	0.5200	billmann_qgi
CSNK2A1	WASL	0.6590	billmann_qgi
ATG9A	CSNK2A1	0.9710	billmann_qgi
CSNK2A1	FANCA	0.8380	billmann_qgi
CSNK2A1	FASN	0.3290	billmann_qgi
CSNK2A1	MUS81	0.6780	billmann_qgi
CSNK2A1	PELO	0.7330	billmann_qgi
CSNK2A1	PELO	0.3230	billmann_qgi
CSNK2A1	PGLS	0.8710	billmann_qgi
CSNK2A1	PTAR1	0.7350	billmann_qgi
CSNK2A1	PTAR1	0.5190	billmann_qgi
CSNK2A1	VPS52	0.8000	billmann_qgi
ABCC1	CSNK2A2	0.3190	billmann_qgi
ACTB	CSNK2A2	0.8780	billmann_qgi
ACTG1	CSNK2A2	0.4110	billmann_qgi
ATG5	CSNK2A2	0.6000	billmann_qgi
ATP9B	CSNK2A2	0.4980	billmann_qgi
BLM	CSNK2A2	0.4760	billmann_qgi
BMI1	CSNK2A2	0.4880	billmann_qgi
BRD1	CSNK2A2	0.4530	billmann_qgi
CSNK2A2	DIAPH1	0.3330	billmann_qgi
CSNK2A2	EHMT2	0.3460	billmann_qgi
CSNK2A2	FANCA	0.3310	billmann_qgi
CSNK2A2	FANCG	0.3470	billmann_qgi
CSNK2A2	HDAC2	0.6940	billmann_qgi
CSNK2A2	PDK1	0.3530	billmann_qgi
CSNK2A2	PGLS	0.8570	billmann_qgi
CSNK2A2	PIGO	0.8780	billmann_qgi
CSNK2A2	SETDB1	0.3570	billmann_qgi
CSNK2A2	SLC25A15	0.3580	billmann_qgi
CSNK2A2	SLCO4A1	0.4450	billmann_qgi
CSNK2A2	TAPT1	0.4200	billmann_qgi
CSNK2A2	UAP1L1	0.3920	billmann_qgi
CSNK2A2	USP10	0.3440	billmann_qgi
CSNK2A2	USP14	0.3620	billmann_qgi
CSNK2A2	USP7	0.6490	billmann_qgi
CSNK2A2	VPS52	1.0000	billmann_qgi
CSNK2A2	ZDHHC5	0.4740	billmann_qgi
CDC42	CSNK2A2	0.4990	billmann_qgi
CSNK2A2	FANCG	0.3920	billmann_qgi
CSNK2A2	FANCG	0.8170	billmann_qgi
CSNK2A2	FASN	0.9490	billmann_qgi
CSNK2A2	FASN	0.7160	billmann_qgi
CSNK2A2	LAMTOR4	0.3620	billmann_qgi
CSNK2A2	PELO	0.3990	billmann_qgi
CSNK2A2	PGLS	0.8350	billmann_qgi
CSNK2A2	PTAR1	0.3200	billmann_qgi
CSNK2A2	TMEM126A	0.4580	billmann_qgi
CSNK2A2	VPS52	0.3990	billmann_qgi
CSNK2A2	VPS52	0.8310	billmann_qgi
CSNK2A2	VPS52	1.0000	billmann_qgi
CSNK2A2	VPS52	0.7980	billmann_qgi
ATP9A	CSNK2A3	0.6100	billmann_qgi
CSNK2A3	LATS1	0.3370	billmann_qgi
CSNK2A3	USP14	0.4890	billmann_qgi
CLPX	CSNK2B	0.4190	billmann_qgi
CSNK2B	LIG4	0.5200	billmann_qgi
CSNK2B	NAGK	0.4520	billmann_qgi
CSNK2B	NRBP1	0.3720	billmann_qgi
CSNK2B	PC	0.3070	billmann_qgi
CSNK2B	FANCG	0.7380	billmann_qgi
CSNK2B	WASL	0.4670	billmann_qgi
ARMC5	CSPG4	0.4440	billmann_qgi
CSPG4	GSK3B	0.3390	billmann_qgi
CSPG4	NAGK	0.6060	billmann_qgi
C1orf112	CSPG4	0.3040	billmann_qgi
CSPG4	MUS81	0.5500	billmann_qgi
CSPG4	NAA35	0.5000	billmann_qgi
CSPG4	TAFAZZIN	0.4510	billmann_qgi
CSPG5	FITM2	0.3960	billmann_qgi
CSPG5	FANCG	0.4100	billmann_qgi
CSPP1	DDX11	0.4250	billmann_qgi
CSPP1	EMC2	0.4790	billmann_qgi
CSPP1	SLC3A2	0.3020	billmann_qgi
CSPP1	TAF5L	0.4540	billmann_qgi
CSPP1	TUBB	0.5020	billmann_qgi
CSPP1	UAP1L1	0.4280	billmann_qgi
CCDC101	CSRNP1	0.3840	billmann_qgi
CSRNP1	DNMT3B	0.4750	billmann_qgi
CSRNP1	PHGDH	0.3940	billmann_qgi
CSRNP1	TMEM126A	0.5690	billmann_qgi
CSRNP2	GCLM	0.6770	billmann_qgi
ARL1	CSRNP2	0.5770	billmann_qgi
CSRNP2	FASN	0.4270	billmann_qgi
CSRNP3	TUBB	0.4800	billmann_qgi
CSRNP3	USP7	0.4890	billmann_qgi
CSRNP3	WASL	0.5710	billmann_qgi
APOB	CSRP1	0.4580	billmann_qgi
CSRP1	HDAC2	0.4370	billmann_qgi
CSRP1	ITGAV	0.3180	billmann_qgi
CSRP1	KEAP1	0.5090	billmann_qgi
ANGPTL4	CSRP2BP	0.4010	billmann_qgi
ARL1	CSRP2BP	0.3110	billmann_qgi
ATP5J	CSRP2BP	0.6940	billmann_qgi
ATP5L	CSRP2BP	0.7870	billmann_qgi
BCL2	CSRP2BP	0.6860	billmann_qgi
CCDC101	CSRP2BP	0.5070	billmann_qgi
CRIPT	CSRP2BP	0.3620	billmann_qgi
CSRP2BP	DDI2	0.7010	billmann_qgi
CSRP2BP	DDX11	0.3700	billmann_qgi
CSRP2BP	FASN	0.5060	billmann_qgi
CSRP2BP	NAA38	0.4590	billmann_qgi
CSRP2BP	PC	0.6940	billmann_qgi
CSRP2BP	PDCD10	0.3020	billmann_qgi
CSRP2BP	PTEN	0.5570	billmann_qgi
CSRP2BP	SETDB1	0.3830	billmann_qgi
CSRP2BP	STAG2	0.3520	billmann_qgi
CSRP2BP	TIMM8A	0.4760	billmann_qgi
ATG9A	CSRP2BP	0.4750	billmann_qgi
CSRP2BP	EMC6	0.6160	billmann_qgi
CSRP2BP	FANCG	0.5560	billmann_qgi
CSRP2BP	FANCG	0.6240	billmann_qgi
CSRP2BP	FASN	0.5150	billmann_qgi
CSRP2BP	NAA35	0.4090	billmann_qgi
CSRP2BP	NAA38	0.5080	billmann_qgi
CSRP2BP	POLR2A	0.3150	billmann_qgi
CSRP2BP	PTAR1	0.7790	billmann_qgi
CSRP2BP	RHOA	0.4330	billmann_qgi
CSRP2	GFPT1	0.3100	billmann_qgi
CSRP2	IDH1	0.4680	billmann_qgi
CSRP3	PDCD5	0.3540	billmann_qgi
CSRP3	FANCG	0.4140	billmann_qgi
CSRP3	LAMTOR4	0.3520	billmann_qgi
ATP5J	CST11	0.3530	billmann_qgi
CCDC101	CST11	0.3450	billmann_qgi
CRIPT	CST11	0.4730	billmann_qgi
CST11	HGS	0.3690	billmann_qgi
CST11	ZDHHC5	0.4710	billmann_qgi
C5orf34	CST1	0.5330	billmann_qgi
CST1	EMC6	0.4700	billmann_qgi
CST1	GSK3A	0.4940	billmann_qgi
CST2	NAT14	0.3830	billmann_qgi
CST2	RIC1	0.3560	billmann_qgi
CST3	EMC2	0.4590	billmann_qgi
CST3	STAG2	0.3880	billmann_qgi
CST3	VPS52	0.3830	billmann_qgi
APOB	CST4	0.5540	billmann_qgi
CST5	PGP	0.3690	billmann_qgi
CST5	PSMC5	0.3760	billmann_qgi
CST5	FANCG	0.4110	billmann_qgi
CST6	NAA40	0.4520	billmann_qgi
CST6	VDAC1	0.5450	billmann_qgi
ANGPTL4	CST7	0.4180	billmann_qgi
CST7	VPS52	0.3010	billmann_qgi
CST7	TAFAZZIN	0.4410	billmann_qgi
ATPAF2	CST8	0.4350	billmann_qgi
CST8	NAA30	0.3470	billmann_qgi
CST8	POLR2A	0.3500	billmann_qgi
CST8	RGP1	0.4530	billmann_qgi
CST8	SLX1	0.3340	billmann_qgi
ALG8	CST8	0.3420	billmann_qgi
CRIPT	CST9L	0.4880	billmann_qgi
ATP9B	CST9	0.4960	billmann_qgi
BLM	CST9	0.4450	billmann_qgi
CST9	SLX1	0.4120	billmann_qgi
CST9	TMEM126A	0.3620	billmann_qgi
ATP5L	CSTA	0.3050	billmann_qgi
CSTA	MPV17	0.5270	billmann_qgi
BLM	CSTB	0.4490	billmann_qgi
CSTB	NRBP1	0.4820	billmann_qgi
CSTB	PIH1D1	0.3150	billmann_qgi
CSTB	VHL	0.4390	billmann_qgi
CSTB	GSK3A	0.4600	billmann_qgi
CSTB	HEATR5B	0.5370	billmann_qgi
CSTB	PELO	0.4360	billmann_qgi
CSTB	PTAR1	0.8080	billmann_qgi
CSTB	TAFAZZIN	0.5170	billmann_qgi
CSTF1	HDAC2	0.5000	billmann_qgi
CSTF1	KEAP1	0.5490	billmann_qgi
CSTF1	LIG4	0.6650	billmann_qgi
CSTF1	TMEM94	0.4220	billmann_qgi
CSTF1	VPS52	0.4430	billmann_qgi
CSTF1	PELO	0.4690	billmann_qgi
CSTF1	PELO	0.5230	billmann_qgi
CSTF1	RHOA	0.3790	billmann_qgi
ARID1A	CSTF2T	0.4150	billmann_qgi
C1orf112	CSTF2T	0.4130	billmann_qgi
CSTF2T	DDX11	0.4370	billmann_qgi
ACACA	CSTF2	0.7700	billmann_qgi
C12orf49	CSTF2	0.7580	billmann_qgi
CCT3	CSTF2	0.3810	billmann_qgi
CDC42	CSTF2	0.6750	billmann_qgi
